shipment_id,order_date,ship_date,ship_dow,ship_month,shipment_mode,carrier,service_level,origin_metro,dest_metro,origin_zip,dest_zip,origin_lat,origin_lon,dest_lat,dest_lon,distance_miles,zone,weight_lbs,length_in,width_in,height_in,pallet_count,residential_flag,signature_required,declared_value_usd,fuel_surcharge_pct,weather_severity,carrier_congestion_index,promised_days,carrier_cost_usd,transit_days,delivered_on_time
SHP-42-0044953,2024-03-23,2024-03-25,0,3,parcel,Falcon Post,Ground,Atlanta GA,Minneapolis MN,30331,55452,33.75,-84.39,44.98,-93.27,908.1,5,,4.0,3.5,3.8,0,0,0,127.84,0.0719,0.373,0.15,6,9.19,5,1
SHP-42-0024478,2024-05-25,2024-05-26,6,5,parcel,Falcon Post,Overnight,Kansas City MO,Columbus OH,64158,43227,39.1,-94.58,39.96,-82.99,620.1,5,1.91,6.6,4.3,5.0,0,1,0,47.47,0.1372,0.354,0.173,2,27.71,3,0
SHP-42-0040286,2025-12-03,2025-12-04,3,12,parcel,  Northstar Parcel ,Ground,Houston TX,Boston MA,77025,02108,29.76,-95.37,42.36,-71.06,1604.0,7,4.83,11.5,7.8,4.8,0,1,0,113.56,0.1632,0.402,0.76,7,18.12,6,1
SHP-42-0034907,2025-02-13,2025-02-14,4,2,parcel,Falcon Post,Expedited,Kansas City MO,Miami FL,64173,33156,39.1,-94.58,25.76,-80.19,1243.3,6,4.38,10.4,9.2,7.0,0,1,0,109.88,0.1243,0.323,0.142,4,19.11,5,0
SHP-42-0037662,2024-01-08,2024-01-09,1,1,parcel,Northstar Parcel,Expedited,Atlanta GA,Houston TX,30381,77097,33.75,-84.39,29.76,-95.37,701.0,5,0.74,4.0,4.2,3.7,0,1,0,26.16,0.1636,0.275,0.01,4,18.09,4,1
SHP-42-0040181,2025-01-20,2025-01-23,3,1,parcel,Summit Express,Ground,New York NY,Boston MA,10071,02110,40.71,-74.01,42.36,-71.06,190.4,3,2.29,7.3,7.0,6.2,0,0,0,0.0,0.1572,0.564,0.195,5,12.18,4,1
SHP-42-0035114,2025-08-15,2025-08-17,6,8,parcel,northstar parcel,Expedited,Dallas TX,Minneapolis MN,75246,55441,32.78,-96.8,44.98,-93.27,863.8,5,2.41,8.0,7.2,3.2,0,1,0,80.04,0.1126,0.06,0.254,4,16.92,3,1
SHP-42-0046525,2024-10-31,2024-11-02,5,11,parcel,Northstar Parcel,Ground,Dallas TX,Charlotte NC,75283,28252,32.78,-96.8,35.23,-80.84,928.6,5,0.62,5.7,4.1,3.9,0,0,0,0.0,0.0949,0.069,0.792,6,8.44,5,1
SHP-42-0014508,2024-09-15,2024-09-15,6,9,parcel,Falcon Post,Ground,Phoenix AZ,Atlanta GA,85034,30378,33.45,-112.07,33.75,-84.39,1588.3,7,3.08,8.5,8.0,6.3,0,0,0,0.0,0.0999,0.243,0.094,7,12.03,10,0
SHP-42-0018248,2025-10-28,2025-10-30,3,10,parcel,Northstar Parcel,TwoDay,Columbus OH,Chicago IL,43229,60636,39.96,-82.99,41.88,-87.63,276.1,3,2.91,8.5,8.0,6.1,0,0,1,0.0,0.1073,0.333,0.036,3,23.15,2,1
SHP-42-0047338,2025-05-30,2025-05-31,5,5,parcel,Summit Express,Overnight,Houston TX,Minneapolis MN,77095,55413,29.76,-95.37,44.98,-93.27,1057.8,6,4.09,9.0,9.2,7.4,0,1,0,0.0,0.0781,0.102,0.171,2,44.13,2,1
SHP-42-0014208,2024-03-16,2024-03-17,6,3,parcel,Northstar Parcel,Expedited,Los Angeles CA,Houston TX,90016,77056,34.05,-118.24,29.76,-95.37,1370.7,6,0.57,4.0,4.8,3.5,0,0,0,26.24,0.1342,0.48,0.154,4,15.02,3,1
SHP-42-0021955,2024-02-09,2024-02-11,6,2,parcel,Northstar Parcel,Expedited,Miami FL,Chicago IL,33197,60633,25.76,-80.19,41.88,-87.63,1191.6,6,2.53,9.0,5.8,4.9,0,1,0,0.0,0.145,0.535,0.099,4,19.99,4,1
SHP-42-0046021,2024-03-29,2024-03-30,5,3,parcel,Northstar Parcel,Expedited,Los Angeles CA,Kansas City MO,90087,64181,34.05,-118.24,39.1,-94.58,1354.1,6,2.48,5.9,4.3,4.3,0,1,0,16.94,0.088,0.084,0.261,4,20.36,3,1
SHP-42-0003904,2024-11-12,2024-11-13,2,11,parcel,Northstar Parcel,Ground,Atlanta GA,Los Angeles CA,30386,90049,33.75,-84.39,34.05,-118.24,1932.4,8,3.86,6.6,5.6,5.5,0,1,0,35.64,0.1057,0.084,0.816,7,18.06,6,1
SHP-42-0006005,2024-05-12,2024-05-12,6,5,parcel,Northstar Parcel,TwoDay,Miami FL,Los Angeles CA,33133,90077,25.76,-80.19,34.05,-118.24,2335.5,8,2.48,6.6,6.5,6.3,0,0,0,51.7,0.0882,0.122,0.209,3,18.22,4,0
SHP-42-0038778,2024-09-26,2024-09-27,4,9,parcel,Falcon Post,Ground,Charlotte NC,Denver CO,28204,80299,35.23,-80.84,39.74,-104.99,1355.8,6,1.59,5.5,6.7,4.5,0,0,0,27.1,0.1096,0.27,0.22,6,7.11,7,0
SHP-42-0030809,2025-03-14,2025-03-14,4,3,parcel,Summit Express,Ground,Houston TX,Chicago IL,77042,60673,29.76,-95.37,41.88,-87.63,942.0,5,2.89,6.4,5.2,6.7,0,0,0,73.36,0.1049,0.356,0.137,6,15.14,5,1
SHP-42-0042234,2025-09-07,2025-09-10,2,9,parcel,Falcon Post,TwoDay,Dallas TX,Portland OR,75233,97276,32.78,-96.8,45.51,-122.68,1630.9,7,5.72,11.2,10.1,7.4,0,1,0,0.0,0.0787,0.29,0.108,3,23.12,3,1
SHP-42-0004140,2024-08-06,2024-08-09,4,8,parcel,Northstar Parcel,Expedited,Atlanta GA,Boston MA,30369,02195,33.75,-84.39,42.36,-71.06,936.0,5,1.73,5.1,4.4,5.4,0,0,1,83.35,0.1099,0.53,0.029,4,18.56,4,1
SHP-42-0027804,2024-07-14,2024-07-14,6,7,parcel,Northstar Parcel,Expedited,Houston TX,Los Angeles CA,77090,90097,29.76,-95.37,34.05,-118.24,1370.7,6,6.71,13.5,10.1,6.3,0,0,0,0.0,0.1127,0.084,0.081,4,19.48,3,1
SHP-42-0038786,2024-04-28,2024-05-01,2,5,parcel,Northstar Parcel,Ground,Atlanta GA,Nashville TN,30313,37226,33.75,-84.39,36.16,-86.78,214.6,3,2.14,7.1,5.0,3.9,0,0,0,114.16,0.1003,0.215,0.203,5,9.32,3,1
SHP-42-0029871,2024-08-27,2024-08-29,3,8,parcel,Northstar Parcel,Ground,Boston MA,Atlanta GA,02160,30317,42.36,-71.06,33.75,-84.39,936.0,5,5.01,6.3,7.8,8.3,0,1,0,0.0,0.1059,0.198,0.173,6,16.1,3,1
SHP-42-0000187,2025-03-27,2025-03-27,3,3,parcel,Northstar Parcel,Ground,Dallas TX,Atlanta GA,75259,30351,32.78,-96.8,33.75,-84.39,719.6,5,1.41,6.6,4.5,4.7,0,1,1,0.0,0.0846,0.215,0.057,6,18.48,4,1
SHP-42-0023313,2025-07-19,2025-07-21,0,7,parcel,Northstar Parcel,Ground,Houston TX,Chicago IL,77020,60638,29.76,-95.37,41.88,-87.63,942.0,5,2.17,5.5,5.7,5.8,0,1,0,94.08,0.0978,0.208,0.217,6,15.84,5,1
SHP-42-0043308,2024-11-24,2024-11-24,6,11,parcel,Falcon Post,Ground,Chicago IL,Miami FL,60697,33105,41.88,-87.63,25.76,-80.19,1191.6,6,,4.6,5.4,6.0,0,1,1,36.0,0.0919,0.099,0.832,6,16.53,6,1
SHP-42-0004638,2025-08-04,2025-08-04,0,8,parcel,Falcon Post,Overnight,Chicago IL,Minneapolis MN,60656,55459,41.88,-87.63,44.98,-93.27,354.8,4,3.73,7.7,7.1,4.4,0,1,1,92.47,0.1164,0.377,0.186,2,32.92,2,1
SHP-42-0040723,2025-07-28,2025-07-29,1,7,parcel,Northstar Parcel,Ground,Atlanta GA,Los Angeles CA,30393,90052,33.75,-84.39,34.05,-118.24,1932.4,8,1.46,,5.6,3.0,0,1,0,0.0,0.1165,0.047,0.193,7,14.35,7,1
SHP-42-0033217,2025-11-17,2025-11-18,1,11,parcel,Northstar Parcel,Ground,Houston TX,Phoenix AZ,77092,85057,29.76,-95.37,33.45,-112.07,1014.0,6,8.76,10.5,11.9,6.7,0,1,0,0.0,0.1314,0.224,0.694,6,20.03,5,1
SHP-42-0048979,2025-05-13,2025-05-13,1,5,parcel,Falcon Post,TwoDay,Phoenix AZ,Houston TX,85005,77049,33.45,-112.07,29.76,-95.37,1014.0,6,7.92,10.1,7.4,4.8,0,1,0,118.02,0.0951,0.138,0.0,3,21.08,4,0
SHP-42-0040319,2025-05-31,2025-06-02,0,6,parcel,Northstar Parcel,Ground,Los Angeles CA,New York NY,90076,10078,34.05,-118.24,40.71,-74.01,2445.3,8,2.32,7.5,4.7,5.6,0,0,0,68.34,0.0898,0.339,0.121,7,9.67,7,1
SHP-42-0007355,2025-07-27,2025-07-28,0,7,parcel,Falcon Post,Ground,Atlanta GA,Nashville TN,30366,37295,33.75,-84.39,36.16,-86.78,214.6,3,4.83,6.3,5.6,7.1,0,1,0,48.68,0.0871,0.323,0.19,5,12.45,5,1
SHP-42-0016899,2024-05-04,2024-05-05,6,5,ltl_freight,Vela Freight,LTL Guaranteed,Seattle WA,Salt Lake City UT,98148,84145,47.61,-122.33,40.76,-111.89,700.0,5,388.47,32.5,36.4,23.2,1,1,1,17.57,0.1484,0.308,0.136,6,244.78,6,1
SHP-42-0001712,2025-06-03,2025-06-03,1,6,parcel,Falcon Post,Overnight,Charlotte NC,Phoenix AZ,28208,85033,35.23,-80.84,33.45,-112.07,1778.6,7,3.23,,7.8,4.4,0,0,0,53.76,0.0912,0.359,0.084,2,26.28,3,0
SHP-42-0011898,2024-10-04,2024-10-05,5,10,parcel,Northstar Parcel,TwoDay,Atlanta GA,Nashville TN,30335,37248,33.75,-84.39,36.16,-86.78,214.6,3,4.19,9.6,7.8,6.5,0,0,0,46.39,0.1104,0.324,0.187,3,19.19,3,1
SHP-42-0011181,2024-06-15,2024-06-16,6,6,parcel,Northstar Parcel,Overnight,Los Angeles CA,Columbus OH,90030,43287,34.05,-118.24,39.96,-82.99,1974.0,8,3.79,8.0,8.4,3.5,0,0,0,29.8,0.0931,0.315,0.217,2,29.32,3,0
SHP-42-0017242,2024-01-11,2024-01-12,4,1,ltl_freight,Ironclad Freight,LTL Standard,Dallas TX,Phoenix AZ,75218,85096,32.78,-96.8,33.45,-112.07,884.1,5,199.33,35.6,25.9,20.5,1,0,0,23.19,0.1844,0.219,0.003,9,240.27,9,1
SHP-42-0020771,2025-01-23,2025-01-27,0,1,parcel,Falcon Post,Ground,New York NY,Miami FL,10035,33167,40.71,-74.01,25.76,-80.19,1092.2,6,7.92,9.6,8.8,6.0,0,1,0,0.0,0.1788,0.482,0.188,6,15.11,6,1
SHP-42-0005897,2024-07-08,2024-07-08,0,7,parcel,Falcon Post,Overnight,Nashville TN,Portland OR,37286,97203,36.16,-86.78,45.51,-122.68,1965.7,8,3.1,7.6,7.2,4.8,0,0,0,31.6,0.0984,0.603,0.062,2,22.13,3,0
SHP-42-0021211,2024-10-29,2024-10-29,1,10,parcel,Summit Express,TwoDay,Chicago IL,Los Angeles CA,60678,90048,41.88,-87.63,34.05,-118.24,1742.2,7,6.36,13.1,10.5,5.9,0,0,0,41.86,0.1262,0.291,0.139,3,28.71,2,1
SHP-42-0039226,2025-08-22,2025-08-22,4,8,parcel,Falcon Post,Overnight,Denver CO,Atlanta GA,80297,30356,39.74,-104.99,33.75,-84.39,1209.9,6,0.66,5.6,5.0,3.1,0,0,0,249.72,0.0455,0.578,0.214,2,24.04,4,0
SHP-42-0032404,2025-03-29,2025-04-01,1,4,parcel,Falcon Post,Ground,Chicago IL,Kansas City MO,60615,64180,41.88,-87.63,39.1,-94.58,412.5,4,1.94,6.1,4.9,3.9,0,1,0,81.94,0.1063,0.28,0.075,5,12.1,5,1
SHP-42-0002236,2025-11-07,2025-11-09,6,11,parcel,Falcon Post,Expedited,Dallas TX,Houston TX,75266,77017,32.78,-96.8,29.76,-95.37,225.1,3,1.13,4.0,6.0,4.6,0,0,0,312.34,0.116,0.318,0.753,3,15.42,4,0
SHP-42-0018379,2024-12-10,2024-12-14,5,12,parcel,Falcon Post,Ground,Columbus OH,Houston TX,43252,77067,39.96,-82.99,29.76,-95.37,992.7,5,2.98,9.8,6.6,6.2,0,1,0,0.0,0.1493,0.246,0.872,6,13.16,7,0
SHP-42-0016207,2025-10-07,2025-10-08,2,10,ltl_freight,Vela Freight,LTL Standard,New York NY,Minneapolis MN,10008,55490,40.71,-74.01,44.98,-93.27,1016.5,6,407.31,35.7,,32.4,1,0,0,170.99,0.0977,0.127,0.224,10,279.35,9,1
SHP-42-0016572,2025-02-05,2025-02-06,3,2,parcel,Northstar Parcel,TwoDay,Minneapolis MN,Chicago IL,55457,60638,44.98,-93.27,41.88,-87.63,354.8,4,1.95,7.5,6.8,6.1,0,1,0,0.0,0.146,0.509,0.051,3,24.87,3,1
SHP-42-0023314,2025-11-13,2025-11-13,3,11,parcel,Falcon Post,Ground,Portland OR,Columbus OH,97252,43235,45.51,-122.68,39.96,-82.99,2029.0,8,2.91,8.0,6.2,,0,0,0,245.08,0.0914,0.138,0.767,7,10.9,7,1
SHP-42-0002547,2025-10-04,2025-10-05,6,10,parcel,Falcon Post,twoday,Chicago IL,New York NY,60665,10025,41.88,-87.63,40.71,-74.01,710.9,5,5.27,9.1,9.6,,0,1,0,79.01,0.0771,0.222,0.264,3,20.85,3,1
SHP-42-0021421,2025-10-02,2025-10-03,4,10,parcel,Falcon Post,Expedited,Houston TX,Dallas TX,77094,75219,29.76,-95.37,32.78,-96.8,225.1,3,9.13,,8.7,8.6,0,0,0,71.0,0.0777,0.069,0.098,3,13.85,4,0
SHP-42-0025435,2025-12-11,2025-12-12,4,12,parcel,  Northstar Parcel ,TwoDay,Salt Lake City UT,Kansas City MO,84142,64118,40.76,-111.89,39.1,-94.58,922.8,5,,5.4,5.2,3.4,0,1,0,697.15,0.1319,0.646,0.885,3,32.29,5,0
SHP-42-0026102,2024-06-16,2024-06-17,0,6,parcel,Falcon Post,Ground,New York NY,Miami FL,10086,33148,40.71,-74.01,25.76,-80.19,1092.2,6,1.79,7.8,4.4,4.9,0,1,0,107.04,0.1173,0.242,0.129,6,13.84,6,1
SHP-42-0037025,2024-08-28,2024-08-31,5,8,parcel,Summit Express,Expedited,Kansas City MO,Houston TX,64103,77069,39.1,-94.58,29.76,-95.37,646.9,5,3.05,5.2,5.8,4.5,0,0,1,0.0,0.0903,0.154,0.271,4,24.9,2,1
SHP-42-0015403,2025-04-17,2025-04-18,4,4,parcel,Summit Express,Expedited,Minneapolis MN,Portland OR,55454,97221,44.98,-93.27,45.51,-122.68,1423.2,7,2.24,5.1,5.3,4.5,0,1,0,17.84,0.0897,0.175,0.258,4,22.38,4,1
SHP-42-0016474,2024-06-12,2024-06-13,3,6,ltl_freight,Ironclad Freight,LTL Standard,Miami FL,New York NY,33174,10057,25.76,-80.19,40.71,-74.01,1092.2,6,156.26,24.6,22.8,19.4,1,0,0,59.1,0.1019,0.086,0.308,10,245.11,8,1
SHP-42-0032895,2025-11-09,2025-11-09,6,11,parcel,Falcon Post,Ground,Chicago IL,Nashville TN,60632,37238,41.88,-87.63,36.16,-86.78,397.8,4,4.95,6.3,9.9,5.5,0,0,0,0.0,0.084,0.02,0.762,5,9.02,6,0
SHP-42-0013308,2024-10-23,2024-10-23,2,10,parcel,Falcon Post,Ground,Dallas TX,Atlanta GA,75266,30335,32.78,-96.8,33.75,-84.39,719.6,5,1.99,8.9,7.2,3.0,0,1,0,0.0,0.0945,0.315,0.222,6,9.25,8,0
SHP-42-0008285,2025-02-07,2025-02-09,6,2,ltl_freight,Vela Freight,LTL Guaranteed,Chicago IL,Portland OR,60654,97241,41.88,-87.63,45.51,-122.68,1754.6,7,580.42,57.6,41.7,24.8,1,0,0,47.92,0.1485,0.29,0.136,7,408.75,7,1
SHP-42-0034829,2024-08-14,2024-08-14,2,8,parcel,Summit Express,Ground,Dallas TX,Denver CO,75273,80270,32.78,-96.8,39.74,-104.99,662.3,5,4.46,10.9,,7.1,0,1,0,32.09,0.0723,0.244,0.141,6,19.86,4,1
SHP-42-0040646,2025-08-23,2025-08-25,0,8,parcel,Northstar Parcel,TWODAY,Dallas TX,Miami FL,75265,33135,32.78,-96.8,25.76,-80.19,1110.6,6,3.84,5.7,8.8,5.5,0,1,0,24.45,0.109,0.197,0.231,3,25.76,4,0
SHP-42-0017126,2024-11-19,2024-11-20,2,11,parcel,Falcon Post,Ground,Atlanta GA,Chicago IL,30308,60666,33.75,-84.39,41.88,-87.63,588.8,4,3.65,7.5,7.5,5.2,0,1,1,68.54,0.0629,0.204,0.799,5,14.38,6,0
SHP-42-0021166,2025-04-23,2025-04-23,2,4,parcel,Summit Express,Ground,Chicago IL,Atlanta GA,60670,30366,41.88,-87.63,33.75,-84.39,588.8,4,1.98,6.6,5.6,4.1,0,1,0,0.0,0.083,0.097,0.315,5,16.26,4,1
SHP-42-0036054,2025-12-22,2025-12-22,0,12,parcel,Falcon Post,Ground,Phoenix AZ,Chicago IL,85070,60613,33.45,-112.07,41.88,-87.63,1451.5,7,3.15,10.0,5.2,3.5,0,1,1,0.0,0.1362,0.383,0.852,7,17.91,8,0
SHP-42-0048108,2024-06-11,2024-06-11,1,6,parcel,Northstar Parcel,Ground,Chicago IL,Los Angeles CA,60686,90051,41.88,-87.63,34.05,-118.24,1742.2,7,2.71,7.5,6.9,4.5,0,1,1,0.0,0.1282,0.284,0.201,7,18.51,7,1
SHP-42-0020715,2025-01-31,2025-02-01,5,2,ltl_freight,Vela Freight,LTL Standard,Los Angeles CA,Columbus OH,90008,43228,34.05,-118.24,39.96,-82.99,1974.0,8,667.46,34.4,42.5,29.8,1,0,0,0.0,0.1528,0.334,0.235,11,445.63,12,0
SHP-42-0009674,2025-09-15,2025-09-15,0,9,parcel,Cobalt Regional,Expedited,Seattle WA,Los Angeles CA,98179,90022,47.61,-122.33,34.05,-118.24,960.6,5,6.21,9.5,7.8,6.2,0,0,0,168.43,0.0789,0.222,0.154,4,17.82,2,1
SHP-42-0028814,2024-02-24,2024-02-27,1,2,parcel,Summit Express,Ground,Houston TX,Minneapolis MN,77092,55442,29.76,-95.37,44.98,-93.27,1057.8,6,7.85,12.8,8.9,4.9,0,1,0,18.68,0.1277,0.343,0.011,6,25.5,5,1
SHP-42-0031950,2024-02-16,2024-02-16,4,2,parcel,Falcon Post,TwoDay,Chicago IL,Dallas TX,60612,75213,41.88,-87.63,32.78,-96.8,804.7,5,3.46,7.4,8.0,4.1,0,1,0,251.29,0.1619,0.28,0.163,3,22.91,4,0
SHP-42-0008944,2025-07-26,2025-07-26,5,7,parcel,Northstar Parcel,Ground,Kansas City MO,Atlanta GA,64158,30303,39.1,-94.58,33.75,-84.39,675.8,5,5.49,12.4,,4.6,0,0,1,0.0,0.125,0.062,0.112,6,16.55,6,1
SHP-42-0000334,2024-06-07,2024-06-08,5,6,parcel,Northstar Parcel,Ground,Dallas TX,New York NY,75218,10075,32.78,-96.8,40.71,-74.01,1370.4,6,2.98,8.7,4.6,6.7,0,1,0,0.0,0.0852,0.199,0.202,6,16.13,6,1
SHP-42-0024456,2024-05-12,2024-05-13,0,5,parcel,Falcon Post,Expedited,Nashville TN,Phoenix AZ,37294,85028,36.16,-86.78,33.45,-112.07,1442.8,7,4.77,10.8,9.7,5.3,0,1,0,33.04,0.0969,0.061,0.121,4,16.81,5,0
SHP-42-0000081,2024-05-30,2024-06-01,5,6,parcel,Falcon Post,Ground,Seattle WA,Phoenix AZ,98177,85091,47.61,-122.33,33.45,-112.07,1114.7,6,3.03,8.9,7.3,3.8,0,1,0,0.0,0.1156,0.192,0.035,6,11.51,6,1
SHP-42-0012518,2024-03-15,2024-03-15,4,3,parcel,Summit Express,Ground,Dallas TX,Boston MA,75279,2110,32.78,-96.8,42.36,-71.06,1549.1,7,2.97,5.5,7.2,3.4,0,0,0,0.0,0.1056,0.134,0.084,7,12.5,6,1
SHP-42-0015924,2025-09-17,2025-09-19,4,9,parcel,Northstar Parcel,Ground,Phoenix AZ,Columbus OH,85033,43233,33.45,-112.07,39.96,-82.99,1664.2,7,4.87,6.2,9.7,6.6,0,0,0,0.0,0.1294,0.059,0.222,7,14.04,6,1
SHP-42-0007787,2024-05-01,2024-05-02,3,5,parcel,Cobalt Regional,Ground,Portland OR,Phoenix AZ,97240,85022,45.51,-122.68,33.45,-112.07,1005.3,6,0.73,4.4,3.0,3.4,0,0,1,14.28,0.0925,0.065,0.355,6,12.57,5,1
SHP-42-0006164,2025-10-25,2025-10-27,0,10,parcel,NORTHSTAR PARCEL,Expedited,Columbus OH,Seattle WA,43226,98199,39.96,-82.99,47.61,-122.33,2008.8,8,5.22,11.1,8.0,6.4,0,1,0,147.28,0.135,0.032,0.098,4,22.07,3,1
SHP-42-0038898,2025-03-13,2025-03-13,3,3,parcel,Falcon Post,TwoDay,Dallas TX,Houston TX,75274,77051,32.78,-96.8,29.76,-95.37,225.1,3,8.54,10.4,10.1,8.2,0,1,1,0.0,0.1016,0.181,0.08,3,24.25,4,0
SHP-42-0020482,2025-08-08,2025-08-08,4,8,parcel,Falcon Post,Ground,Los Angeles CA,Denver CO,90060,80264,34.05,-118.24,39.74,-104.99,829.8,5,3.22,7.5,4.7,6.0,0,1,0,110.95,0.0724,0.171,0.087,6,8.57,6,1
SHP-42-0048016,2025-02-21,2025-02-21,4,2,parcel,Northstar Parcel,Ground,Miami FL,Charlotte NC,33149,28234,25.76,-80.19,35.23,-80.84,655.5,5,6.57,8.1,8.6,4.6,0,1,0,0.0,0.1595,0.325,0.0,6,18.37,6,1
SHP-42-0018219,2024-02-01,2024-02-03,5,2,parcel,Falcon Post,Ground,Chicago IL,Phoenix AZ,60626,85006,41.88,-87.63,33.45,-112.07,1451.5,7,1.56,6.7,4.6,3.0,0,1,0,0.0,0.1449,0.701,0.073,7,10.52,8,0
SHP-42-0028590,2025-04-01,2025-04-01,1,4,parcel,Summit Express,Ground,Miami FL,Boston MA,33187,02198,25.76,-80.19,42.36,-71.06,1258.5,6,1.49,4.6,5.0,3.2,0,1,0,20.13,0.1199,0.136,0.016,6,17.68,5,1
SHP-42-0006138,2024-02-16,2024-02-17,5,2,parcel,Northstar Parcel,Expedited,Chicago IL,Portland OR,60627,97208,41.88,-87.63,45.51,-122.68,1754.6,7,1.44,6.2,3.7,5.3,0,1,0,0.0,0.147,0.272,0.19,4,19.84,4,1
SHP-42-0016431,2024-05-24,2024-05-24,4,5,parcel,Northstar Parcel,TwoDay,Chicago IL,Atlanta GA,60604,30306,41.88,-87.63,33.75,-84.39,588.8,4,7.63,9.8,7.3,7.1,0,1,0,0.0,0.1093,0.273,0.175,3,26.95,3,1
SHP-42-0048664,2025-05-02,2025-05-03,5,5,parcel,Northstar Parcel,Ground,Miami FL,Chicago IL,33192,60658,25.76,-80.19,41.88,-87.63,1191.6,6,6.24,10.8,6.1,5.6,0,1,0,23.3,0.1368,0.275,0.176,6,18.33,7,0
SHP-42-0039526,2025-04-02,2025-04-02,2,4,parcel,Summit Express,Ground,Houston TX,Miami FL,77059,33157,29.76,-95.37,25.76,-80.19,967.5,5,3.77,6.7,5.0,3.8,0,1,0,28.08,0.102,0.298,0.134,6,20.13,4,1
SHP-42-0007794,2024-01-21,2024-01-23,1,1,parcel,Northstar Parcel,Ground,Phoenix AZ,Dallas TX,85076,75271,33.45,-112.07,32.78,-96.8,884.1,5,,4.0,3.0,4.3,0,0,0,142.22,0.1544,0.613,0.176,6,9.96,6,1
SHP-42-0035166,2025-11-22,2025-11-24,0,11,parcel,Falcon Post,Overnight,Kansas City MO,New York NY,64120,10009,39.1,-94.58,40.71,-74.01,1093.4,6,7.32,13.8,7.7,8.7,0,0,1,72.54,0.1041,0.068,0.82,2,31.7,3,0
SHP-42-0024847,2024-06-22,2024-06-22,5,6,parcel,Northstar Parcel,Ground,Los Angeles CA,Dallas TX,90005,75211,34.05,-118.24,32.78,-96.8,1237.4,6,,11.6,10.0,8.2,0,1,0,224.23,0.0954,0.081,0.089,6,22.79,6,1
SHP-42-0004970,2025-12-06,2025-12-06,5,12,parcel,Cobalt Regional,Ground,Phoenix AZ,Seattle WA,85027,98155,33.45,-112.07,47.61,-122.33,1114.7,6,2.87,9.6,4.7,3.8,0,1,0,20.1,0.1666,0.322,0.744,6,13.72,6,1
SHP-42-0026052,2024-11-20,2024-11-22,4,11,ltl_freight,Ironclad Freight,LTL Standard,Boston MA,Denver CO,02129,80219,42.36,-71.06,39.74,-104.99,1765.4,7,551.2,45.6,32.4,35.1,1,0,0,42.16,0.1299,0.189,0.837,10,359.81,11,0
SHP-42-0044195,2025-04-20,2025-04-23,2,4,parcel,Falcon Post,Ground,Dallas TX,Nashville TN,75297,37251,32.78,-96.8,36.16,-86.78,616.3,5,1.1,4.0,5.0,2.6,0,1,0,29.44,0.1116,0.141,0.248,6,9.3,6,1
SHP-42-0048605,2024-07-23,2024-07-25,3,7,parcel,Summit Express,Ground,Los Angeles CA,Charlotte NC,90098,28236,34.05,-118.24,35.23,-80.84,2115.0,8,1.16,6.0,4.1,3.0,0,0,1,110.5,0.0793,0.183,0.122,7,17.51,5,1
SHP-42-0043265,2024-09-21,2024-09-22,6,9,parcel,Falcon Post,Ground,Salt Lake City UT,Atlanta GA,84131,30321,40.76,-111.89,33.75,-84.39,1580.4,7,4.94,10.4,8.4,8.0,0,1,1,0.0,0.1211,0.298,0.221,7,20.55,8,0
SHP-42-0041354,2024-11-13,2024-11-13,2,11,parcel,Falcon Post,Ground,Boston MA,Kansas City MO,02173,64148,42.36,-71.06,39.1,-94.58,1247.7,6,2.83,7.7,5.3,6.2,0,1,0,176.25,0.1309,0.169,0.748,6,15.58,6,1
SHP-42-0039868,2024-04-25,2024-04-25,3,4,ltl_freight,Vela Freight,LTL Standard,Denver CO,Dallas TX,80210,75206,39.74,-104.99,32.78,-96.8,662.3,5,880.94,66.1,32.5,36.5,1,0,1,124.65,0.1286,0.004,0.236,9,271.11,12,0
SHP-42-0016036,2025-03-26,2025-03-27,3,3,parcel,Northstar Parcel,Ground,Chicago IL,Atlanta GA,60608,30353,41.88,-87.63,33.75,-84.39,588.8,4,1.61,6.3,4.5,5.1,0,1,0,64.61,0.0728,0.14,0.276,5,16.05,5,1
SHP-42-0026518,2025-01-21,2025-01-21,1,1,parcel,Northstar Parcel,Ground,Charlotte NC,Atlanta GA,28214,30386,35.23,-80.84,33.75,-84.39,226.5,3,1.57,8.2,6.2,5.5,0,0,0,113.67,0.1428,0.299,0.1,5,9.68,4,1
SHP-42-0008190,2025-04-05,2025-04-06,6,4,parcel,Northstar Parcel,Ground,Phoenix AZ,Houston TX,85052,77052,33.45,-112.07,29.76,-95.37,1014.0,6,0.87,5.0,5.0,4.4,0,0,0,48.79,0.1017,0.146,0.081,6,10.03,5,1
SHP-42-0018861,2025-09-19,2025-09-22,0,9,parcel,Northstar Parcel,Ground,Dallas TX,Seattle WA,75246,98186,32.78,-96.8,47.61,-122.33,1679.5,7,1.2,6.9,5.0,4.4,0,1,0,84.72,0.0844,0.136,0.325,7,15.21,6,1
SHP-42-0032805,2025-04-02,2025-04-02,2,4,parcel,Summit Express,Ground,New York NY,Nashville TN,10006,37214,40.71,-74.01,36.16,-86.78,758.3,5,2.16,8.2,6.9,4.0,0,0,0,9.15,0.1,0.188,0.199,6,13.39,4,1
